model,correct-label,pred-label,certainty
rawgat,Fake,Fake,0.01648843288421631
xlsr,Fake,Fake,0.0005530706793069839
vocoder,Fake,Real,0.9524583772376731
whisper_specrnet,Real,Real,0.9981657862663269
rawgat,Real,Fake,0.08750004768371582
xlsr,Real,Fake,0.0005974550917744637
vocoder,Real,Real,0.9885000004654839
whisper_specrnet,Real,Real,0.9992907047271729
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0006066490337252616
vocoder,Real,Real,0.9374994593090378
whisper_specrnet,Real,Fake,0.002219300949946046
rawgat,Real,Real,0.02632899284362793
xlsr,Real,Fake,0.0003968857601284981
vocoder,Real,Real,0.9696699501503081
whisper_specrnet,Real,Real,0.9999992847442627
rawgat,Real,Fake,0.09029707908630372
xlsr,Real,Fake,0.000380248911678791
vocoder,Real,Real,0.9446778538217959
whisper_specrnet,Real,Real,0.9999799728393555
rawgat,Real,Real,0.23110781311988832
xlsr,Real,Fake,0.00044294465333223344
vocoder,Real,Real,0.9562697424268236
whisper_specrnet,Real,Real,0.9999560117721558
rawgat,Real,Fake,0.45
xlsr,Real,Fake,0.0004905575141310692
vocoder,Real,Fake,0.5622328888593157
whisper_specrnet,Real,Real,0.9966862797737122
rawgat,Real,Fake,0.07776932716369629
xlsr,Real,Fake,0.00048280566930770875
vocoder,Real,Real,0.9776095882538827
whisper_specrnet,Real,Fake,2.3865757725616277e-07
rawgat,Real,Fake,0.13679442405700684
xlsr,Real,Fake,0.00033930782228708267
vocoder,Real,Real,0.8970051370499557
whisper_specrnet,Real,Fake,0.00014770474808756262
rawgat,Real,Real,0.4134111762046814
xlsr,Real,Fake,0.00038998622447252275
vocoder,Real,Real,0.9999188363552094
whisper_specrnet,Real,Fake,0.00018635365995578468
rawgat,Real,Fake,0.24950900077819824
xlsr,Real,Fake,0.00025477783754467964
vocoder,Real,Real,0.9996184880916889
whisper_specrnet,Real,Fake,2.360768348808051e-06
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0003979695588350296
vocoder,Real,Real,0.9997405384977659
whisper_specrnet,Real,Fake,0.0526566281914711
rawgat,Real,Real,0.037330031394958496
xlsr,Real,Fake,0.0005282893776893616
vocoder,Real,Real,0.8564297487580916
whisper_specrnet,Real,Real,0.9998823404312134
rawgat,Real,Real,0.3056673839688301
xlsr,Real,Fake,0.0004910943657159806
vocoder,Real,Real,0.9576185594338018
whisper_specrnet,Real,Fake,0.1959560066461563
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.00045148063451051713
vocoder,Real,Real,0.9998135368029276
whisper_specrnet,Real,Real,0.9990777969360352
rawgat,Real,Fake,0.2080470085144043
xlsr,Real,Fake,0.00040571186691522597
vocoder,Real,Real,0.97744453723511
whisper_specrnet,Real,Fake,0.0003838406119029969
rawgat,Real,Real,0.2942126259207726
xlsr,Real,Fake,0.0005791206285357476
vocoder,Real,Real,0.9940052362712654
whisper_specrnet,Real,Real,0.9999920129776001
rawgat,Real,Real,0.38577820658683776
xlsr,Real,Fake,0.00033103879541158677
vocoder,Real,Real,0.969478774489018
whisper_specrnet,Real,Fake,1.569200662743242e-06
rawgat,Real,Fake,0.15873522758483888
xlsr,Real,Fake,0.00041097149252891543
vocoder,Real,Real,0.8020601469775369
whisper_specrnet,Real,Fake,2.4738188585615717e-05
rawgat,Real,Real,0.27680863738059996
xlsr,Real,Fake,0.00040335118770599363
vocoder,Real,Real,0.8723671452954729
whisper_specrnet,Real,Fake,0.004088316112756729
rawgat,Real,Real,0.18317923545837403
xlsr,Real,Fake,0.0004110458493232727
vocoder,Real,Real,0.5030052184769496
whisper_specrnet,Real,Fake,0.03894459456205368
rawgat,Real,Real,0.13615777492523193
xlsr,Real,Fake,0.00029312919825315477
vocoder,Real,Real,0.9826708385499857
whisper_specrnet,Real,Fake,0.08000429719686508
rawgat,Real,Real,0.09788601398468018
xlsr,Real,Fake,0.0002784312143921852
vocoder,Real,Real,0.995645025680805
whisper_specrnet,Real,Real,0.9998341798782349
rawgat,Real,Real,0.3666957676410675
xlsr,Real,Fake,0.0004679210484027863
vocoder,Real,Real,0.9820510039542928
whisper_specrnet,Real,Real,0.9994743466377258
rawgat,Real,Fake,0.12517242431640624
xlsr,Real,Fake,0.0003176795318722725
vocoder,Real,Real,0.9999370108480039
whisper_specrnet,Real,Real,0.9979925155639648
rawgat,Real,Real,0.3890357792377472
xlsr,Real,Fake,0.00047170285135507585
vocoder,Real,Real,0.73566529249559
whisper_specrnet,Real,Fake,1.3733506420976482e-06
rawgat,Real,Fake,0.07535083293914795
xlsr,Real,Fake,0.00042310409247875213
vocoder,Real,Real,0.9719866605009884
whisper_specrnet,Real,Real,0.9980396628379822
rawgat,Real,Real,0.11835316419601441
xlsr,Real,Fake,0.0005794153735041619
vocoder,Real,Real,0.8824110573676618
whisper_specrnet,Real,Fake,0.07333549857139587
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0005953201279044151
vocoder,Real,Real,0.9997146837413311
whisper_specrnet,Real,Real,0.9999467134475708
rawgat,Real,Real,0.1984607458114624
xlsr,Real,Fake,0.00042045608162879946
vocoder,Real,Real,0.9948943287134171
whisper_specrnet,Real,Real,0.9999991655349731
rawgat,Real,Real,0.4083035945892334
xlsr,Real,Fake,0.0006354387104511261
vocoder,Real,Real,0.7339625525175741
whisper_specrnet,Real,Fake,0.18661291897296906
rawgat,Real,Fake,0.1141892910003662
xlsr,Real,Fake,0.00045698393136262895
vocoder,Real,Real,0.968735827052075
whisper_specrnet,Real,Real,0.9998633861541748
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0006257247924804688
vocoder,Real,Real,0.5822156133982713
whisper_specrnet,Real,Real,0.9995129108428955
rawgat,Real,Real,0.259451761841774
xlsr,Real,Fake,0.0004312894120812416
vocoder,Real,Real,0.9865013642176506
whisper_specrnet,Real,Real,0.9999997615814209
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.00037247996777296067
vocoder,Real,Real,0.9932189646520113
whisper_specrnet,Real,Fake,4.7352941123790515e-07
rawgat,Real,Real,0.3850556194782257
xlsr,Real,Fake,0.00038033150136470797
vocoder,Real,Real,0.9997239901173499
whisper_specrnet,Real,Fake,6.2039957811066415e-06
rawgat,Real,Real,0.21663700938224792
xlsr,Real,Fake,0.00040073461830616
vocoder,Real,Real,0.9481035896430497
whisper_specrnet,Real,Fake,0.00014913410996086895
rawgat,Real,Real,0.2108638107776642
xlsr,Real,Fake,0.000329524427652359
vocoder,Real,Real,0.9252567069100527
whisper_specrnet,Real,Real,0.9998743534088135
rawgat,Real,Fake,0.23412280082702636
xlsr,Real,Fake,0.0004471440240740776
vocoder,Real,Real,0.9007828642722215
whisper_specrnet,Real,Fake,4.9895064876182005e-05
rawgat,Real,Fake,0.1361323356628418
xlsr,Real,Fake,0.0004459857568144798
vocoder,Real,Real,0.9867241785332963
whisper_specrnet,Real,Fake,0.016852401196956635
rawgat,Real,Real,0.13574275970458985
xlsr,Real,Fake,0.0005987778306007386
vocoder,Real,Real,0.9792917289517142
whisper_specrnet,Real,Real,0.9999946355819702
rawgat,Real,Real,0.010884809494018554
xlsr,Real,Fake,0.0004468727111816406
vocoder,Real,Real,0.9747738418941264
whisper_specrnet,Real,Fake,1.0745820873125922e-05
rawgat,Real,Fake,0.3712004661560059
xlsr,Real,Fake,0.00034002915024757387
vocoder,Real,Real,0.9878000039042849
whisper_specrnet,Real,Fake,0.11041062325239182
rawgat,Real,Real,0.33710851669311526
xlsr,Real,Fake,0.0005863777548074722
vocoder,Real,Real,0.747580708491096
whisper_specrnet,Real,Real,0.9999953508377075
rawgat,Real,Real,0.012735104560852051
xlsr,Real,Fake,0.0005587866529822349
vocoder,Real,Real,0.9844805913812974
whisper_specrnet,Real,Real,0.9984338879585266
rawgat,Real,Real,0.12260251045227051
xlsr,Real,Fake,0.0003613424301147461
vocoder,Real,Real,0.8649636958752616
whisper_specrnet,Real,Real,0.9949774146080017
rawgat,Real,Real,0.3216039136052132
xlsr,Real,Fake,0.0003017731569707394
vocoder,Real,Real,0.5452173680669626
whisper_specrnet,Real,Real,0.9999855756759644
rawgat,Real,Real,0.0037807226181030273
xlsr,Real,Fake,0.0003949218615889549
vocoder,Real,Real,0.8802387116138138
whisper_specrnet,Real,Fake,4.421658559294883e-07
rawgat,Real,Real,0.35168540477752686
xlsr,Real,Fake,0.0005135969072580337
vocoder,Real,Real,0.9998536229133606
whisper_specrnet,Real,Real,0.9764242172241211
rawgat,Real,Real,0.22300493717193604
xlsr,Real,Fake,0.0004919466748833656
vocoder,Real,Real,0.8341289160875845
whisper_specrnet,Real,Real,0.9995114803314209
rawgat,Real,Fake,0.3621963024139404
xlsr,Real,Fake,0.0005755064263939857
vocoder,Real,Real,0.871930604414427
whisper_specrnet,Real,Fake,0.1327180713415146
rawgat,Real,Real,0.3066225335001945
xlsr,Real,Fake,0.0004722521081566811
vocoder,Real,Real,0.9944688651296828
whisper_specrnet,Real,Real,0.9999803304672241
rawgat,Real,Real,0.08506479263305664
xlsr,Real,Fake,0.0005403731763362885
vocoder,Real,Real,0.7175889845159198
whisper_specrnet,Real,Real,0.9919784069061279
rawgat,Real,Real,0.13265936374664306
xlsr,Real,Fake,0.0004638499021530151
vocoder,Real,Real,0.991603696346283
whisper_specrnet,Real,Fake,0.002876261482015252
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0005358116701245308
vocoder,Real,Real,0.9810565671596962
whisper_specrnet,Real,Real,0.9999114274978638
rawgat,Real,Real,0.026939535140991212
xlsr,Real,Fake,0.0004770893231034279
vocoder,Real,Real,0.8710299098716032
