model,file,correct-label,pred-label,certainty
vocoder,Real,Real,0.9719866605009884
whisper_specrnet,Real,Fake,0.2780507504940033
rawgat,Real,Fake,0.17971134185791016
xlsr,Real,Fake,0.0005512308329343796
vocoder,Real,Real,0.8718054519649492
whisper_specrnet,Real,Fake,0.07333549857139587
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0005953201279044151
vocoder,Real,Real,0.9997146837413311
whisper_specrnet,Real,Fake,0.18661291897296906
rawgat,Real,Fake,0.1141892910003662
xlsr,Real,Fake,0.00045698393136262895
vocoder,Real,Real,0.968735827052075
whisper_specrnet,Real,Fake,4.7352941123790515e-07
rawgat,Real,Real,0.3850556194782257
xlsr,Real,Fake,0.00038033150136470797
vocoder,Real,Real,0.9997239901173499
whisper_specrnet,Real,Fake,6.2039957811066415e-06
rawgat,Real,Real,0.21663700938224792
xlsr,Real,Fake,0.00040073461830616
vocoder,Real,Real,0.9481035896430497
whisper_specrnet,Real,Fake,0.00014913410996086895
rawgat,Real,Real,0.2108638107776642
xlsr,Real,Fake,0.000329524427652359
vocoder,Real,Real,0.9252567069100527
whisper_specrnet,Real,Fake,4.9895064876182005e-05
rawgat,Real,Fake,0.1361323356628418
xlsr,Real,Fake,0.0004459857568144798
vocoder,Real,Real,0.9867241785332963
whisper_specrnet,Real,Fake,0.016852401196956635
rawgat,Real,Real,0.13574275970458985
xlsr,Real,Fake,0.0005987778306007386
vocoder,Real,Real,0.9792917289517142
whisper_specrnet,Real,Fake,1.0745820873125922e-05
rawgat,Real,Fake,0.3712004661560059
xlsr,Real,Fake,0.00034002915024757387
vocoder,Real,Real,0.9878000039042849
whisper_specrnet,Real,Fake,0.11041062325239182
rawgat,Real,Real,0.33710851669311526
xlsr,Real,Fake,0.0005863777548074722
vocoder,Real,Real,0.747580708491096
whisper_specrnet,Real,Fake,0.38334715366363525
rawgat,Real,Fake,0.04006214141845703
xlsr,Real,Fake,0.0005498645454645157
vocoder,Real,Real,0.9712444976577995
whisper_specrnet,Real,Fake,4.421658559294883e-07
rawgat,Real,Real,0.35168540477752686
xlsr,Real,Fake,0.0005135969072580337
vocoder,Real,Real,0.9998536229133606
whisper_specrnet,Real,Fake,0.1327180713415146
rawgat,Real,Real,0.3066225335001945
xlsr,Real,Fake,0.0004722521081566811
vocoder,Real,Real,0.9944688651296828
whisper_specrnet,Real,Fake,0.002876261482015252
rawgat,Real,Real,0.45
xlsr,Real,Fake,0.0005358116701245308
vocoder,Real,Real,0.9810565671596962
