model,file,correct-label,pred-label,certainty
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Wuthering heights⧸Dizzy ai cover.mp3,Fake,Fake,0.015089493244886398
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Beyoncé - Lost Without You (AI Cover).mp3,Fake,Real,0.9878326654434204
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/bts & paradise ft Ariana grande AI.mp3,Fake,Real,0.9931797981262207
whisper_specrnet,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Let It Snow (Brainrot Edition) Ohio, Ohio, Ohio AI Parody cover (lyrics by notjewboi) - Discobre (144p, h264, youtube).mp3",Fake,Fake,0.035170651972293854
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Endless Dream - COVER SONG BY AI.mp3,Fake,Fake,0.18119759857654572
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/The Weeknd & Ariana Grande - Obsesión.mp3,Fake,Real,0.9998970031738281
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Through the storms - COVER SONG BY AI.mp3,Fake,Fake,0.0050117988139390945
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Bruno Mars - Locked Out Of Heaven-COVER SONG This ARGENTINIAN Girl Has An INCREDIBLE Voice.mp3,Fake,Fake,0.0003709059674292803
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Ai Song XXXTentacion - Marvins Room ( Drake Cover ).mp3,Fake,Real,0.9999946355819702
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Taylor Swift-Friends ⧸ ai cover.mp3,Fake,Real,0.6913469433784485
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Ariana Grande - KINGS - (Bikini Ai Cover).mp3,Fake,Fake,0.00014998034748714417
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/[AI COVER] Biggering ｜ Taylor Swift.mp3,Fake,Real,0.999795138835907
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Ai Song Frank Sinatra - Creep ( Radio Head Cover ).mp3,Fake,Real,0.9999991655349731
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Virgos Groove - Ariana Grande Ai彡 - Slowed Reverb.mp3,Fake,Fake,0.49205708503723145
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Bad Bunny ft Ariana Grande – Moscow Mule.mp3,Fake,Real,0.9998898506164551
whisper_specrnet,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/[A.I.] 2Pac ft. Nate Dogg & Snoop Dogg, Weeknd - Curious ｜ NEW 2024 LYRICS.mp3",Fake,Fake,0.04627027362585068
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/That’s So True - COVER SONG BY AI.mp3,Fake,Real,0.959999144077301
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Taylor Swift - Famous (AI Cover).mp3,Fake,Fake,0.00677878875285387
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Beyonce - RPM (A.I Cover).mp3,Fake,Real,0.7305636405944824
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Weeknd x Kanye x Maniac by Stard Ova x AI made (Tik Tok Edit).mp3,Fake,Fake,0.05285503715276718
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/My boat - COVER BY AI.mp3,Fake,Fake,7.527009415753128e-07
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Frank Sinatra - Fly Me To The Moon (Yukine Ai Cover).mp3,Fake,Fake,0.000520389003213495
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/LET ME LOVE YOU - Justin Bieber -Cover SONG.mp3,Fake,Real,0.9998981952667236
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/The Weeknd-Diamonds (Ai Cover) #aicover #theweeknd #shorts #short.mp3,Fake,Fake,0.0076622916385531425
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Stand By Me - Beyoncé - AI Cover.mp3,Fake,Real,0.9990229606628418
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/The Weeknd - Versace on the Floor (Ai Cover).mp3,Fake,Fake,0.2457023411989212
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Panic At The Disco - What Could Have Been from ARCANE - Cover AI Music Video.mp3,Fake,Real,0.999504566192627
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Tzanca Uraganu - More Than 100 (AI Cover).mp3,Fake,Fake,0.0002648146473802626
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/BTS - ‘Seven’ AI cover lyrics (Eng) orignal Jungkook ft. Latto.mp3,Fake,Real,0.6837253570556641
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Taylor Swift - The Hills (A.I. Cover).mp3,Fake,Fake,0.3120894432067871
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Kiss It Better.mp3,Real,Real,0.9981657862663269
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The Weeknd - Tell Your Friends (Official Video).mp3,Real,Real,0.9992907047271729
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/PSY - GANGNAM STYLE(강남스타일) M⧸V.mp3,Real,Fake,0.002219300949946046
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The Beatles - Hey Jude.mp3,Real,Real,0.9999992847442627
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The Weeknd - Blinding Lights (Official Audio).mp3,Real,Real,0.6859620213508606
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/breathin ｜｜ Ariana Grande Lyrics.mp3,Real,Real,0.9999799728393555
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Chappell Roan - Kaleidoscope (Lyric).mp3,Real,Real,0.9999560117721558
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Ever Since New York - Harry Styles (Lyrics).mp3,Real,Real,0.9966862797737122
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video].mp3,Real,Fake,2.3865757725616277e-07
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Beyoncé & Jay Z - Black Effect (Live).mp3,Real,Fake,0.00014770474808756262
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The Weeknd - Blinding Lights (Official Video).mp3,Real,Fake,0.00018635365995578468
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Chappell Roan - Picture You (Lyric).mp3,Real,Real,0.8487502932548523
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Ariana Grande -Sweetener ｜ DVD Sweetener World Tour Live [HD].mp3,Real,Fake,2.360768348808051e-06
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Bruno Mars – Versace on the Floor (Lyrics).mp3,Real,Fake,0.0526566281914711
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/BTS (방탄소년단) 'Permission to Dance' Official MV.mp3,Real,Real,0.9998823404312134
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Self Care lyrics video Mac Miller.mp3,Real,Fake,0.2631871700286865
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/SORRY NOT SORRY.mp3,Real,Fake,0.1959560066461563
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Bob Dylan - Like a Rolling Stone (Official Audio).mp3,Real,Real,0.9990777969360352
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Love The Way You Lie (Part II) (Pt. 2).mp3,Real,Fake,0.0003838406119029969
whisper_specrnet,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Drake - Two Birds, One Stone (Lyrics).mp3",Real,Real,0.9999920129776001
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Drake - Know Yourself (Lyrics).mp3,Real,Fake,1.569200662743242e-06
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Last Of My Kind (feat. Paul Cauthen).mp3,Real,Real,0.9370250701904297
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/EARFQUAKE.mp3,Real,Fake,2.4738188585615717e-05
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Bob Dylan - Shelter from the Storm (Official Audio).mp3,Real,Fake,0.004088316112756729
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Sweet Creature - Harry Styles (Lyrics).mp3,Real,Real,0.9534116983413696
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Ariana Grande -Raindrops + God Is A Woman ｜ DVD Sweetener World Tour Live [HD].mp3,Real,Fake,0.03894459456205368
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The Weeknd - Out of Time (Official Video).mp3,Real,Fake,0.08000429719686508
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Drake - The Heart Part 6 (Lyrics).mp3,Real,Real,0.9998341798782349
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Chappell Roan - HOT TO GO! (Lyric).mp3,Real,Real,0.9994743466377258
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Ariana Grande - consequences (lyric video) ｜ (One Last Time Remix).mp3,Real,Real,0.9979925155639648
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Kiwi - Harry Styles (Lyrics).mp3,Real,Fake,1.3733506420976482e-06
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/With my heart (마음을 담아).mp3,Real,Real,0.9980396628379822
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Eminem - Love The Way You Lie (Lyrics) ft. Rihanna.mp3,Real,Fake,0.2780507504940033
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Ariana Grande - Broken Promises (Audio).mp3,Real,Fake,0.07333549857139587
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Taylor Swift - Should've Said No (Lyrics).mp3,Real,Real,0.9999467134475708
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Wings lyrics Mac Miller (Swimming).mp3,Real,Real,0.9999991655349731
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Travis Scott - THANK GOD - Lyrics.mp3,Real,Fake,0.18661291897296906
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Dunno lyrics   Mac Miller (Swimming).mp3,Real,Real,0.9998633861541748
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The Weeknd - Alone Again (Lyrics).mp3,Real,Real,0.9995129108428955
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Drake - Say What's Real (Lyrics).mp3,Real,Real,0.9999997615814209
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Beyoncé - Savage (Remix) (Live in Toronto -  Renaissance World Tour 20230708).mp3,Real,Fake,4.7352941123790515e-07
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Eminem - Tragic Endings (Lyrics) ft. Skylar Grey.mp3,Real,Fake,6.2039957811066415e-06
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/1 Hour Clean Pop Songs Playlist 🎧 Clean Pop Playlist 2025 🎶 Clean Pop Music Mix 🎵 Clean Pop Mix.mp3,Real,Fake,0.00014913410996086895
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Post Malone - Reputation (Lyrics).mp3,Real,Real,0.9696379899978638
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Taylor Swift - Cold As You (Lyrics).mp3,Real,Real,0.9998743534088135
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Drake - Buried Alive Interlude ft. Kendrick Lamar (Lyrics).mp3,Real,Fake,4.9895064876182005e-05
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Coldplay - The Scientist (Official 4K Video).mp3,Real,Fake,0.016852401196956635
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Zach Bryan - Nine Ball.mp3,Real,Real,0.9999946355819702
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Beyoncé Live at NFL Super Bowl 2013 Halftime Show HD 1080P.mp3,Real,Fake,1.0745820873125922e-05
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Chappell Roan - Coffee (Lyric).mp3,Real,Fake,0.11041062325239182
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Taylor Swift - The Outside (Lyrics).mp3,Real,Real,0.9999953508377075
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Tate McRae - greedy (Official Video).mp3,Real,Fake,0.38334715366363525
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Justin Bieber - Anyone.mp3,Real,Real,0.9984338879585266
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Adele - Hello (Live at the NRJ Awards).mp3,Real,Real,0.9949774146080017
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The Weeknd - False Alarm (Official Video).mp3,Real,Real,0.9999855756759644
whisper_specrnet,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Blue Ivy - Black Parade Intro (Live Performance Renaissance World Tour - Spain, Barcelona 2023)..mp3",Real,Fake,4.421658559294883e-07
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/DOGTOOTH.mp3,Real,Real,0.8827072381973267
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/deja vu.mp3,Real,Real,0.9764242172241211
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Hozier - Someone New (Lyrics).mp3,Real,Real,0.9995114803314209
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/BTS (방탄소년단) 'Butter' Official MV.mp3,Real,Fake,0.1327180713415146
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/The time I loved you (너를 사랑했던 시간).mp3,Real,Real,0.9999803304672241
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/make up ｜｜ Ariana Grande Lyrics.mp3,Real,Real,0.9919784069061279
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Coldplay - Paradise (Official Video).mp3,Real,Fake,0.002876261482015252
whisper_specrnet,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/bonafide/Michael Jackson – Will You Be There Lyrics.mp3,Real,Real,0.9999114274978638
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/The Weeknd - Nothing Else Matters (AI Cover).mp3,Fake,Fake,0.19707388877868653
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/“Beautiful Things” Freddie Mercury (AI cover).mp3,Fake,Fake,0.13734941482543944
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/The Weeknd - Rocket Man (AI cover).mp3,Fake,Real,0.08353290557861329
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Never Smile at A Crocodile - Kida (AI Cover).mp3,Fake,Fake,0.0072577476501464845
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/The Weeknd - Nieves De Enero (AI COVER).mp3,Fake,Fake,0.11853089332580566
rawgat,"/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Drake, The Weeknd ｜｜ Heart On My Sleeve (IA) sub.español + lyrics.mp3",Fake,Fake,0.3841968059539795
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/(AI) Beyoncé - Uptown Funk.mp3,Fake,Real,0.3195445969700813
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/When You're in Love With a Beautiful Woman by Dr Hook (AI Cover).mp3,Fake,Real,0.033944439888000486
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Ariana Grande - Who Says ⧸AI cover (Selena Gomez).mp3,Fake,Fake,0.08935539722442627
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Beyonce- Human Nature [AI Cover] - Michael Jackson.mp3,Fake,Real,0.20385530591011047
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/GOKU - SINGING CUPID ( COVER AI ).mp3,Fake,Real,0.45
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Ariana Grande [AI] - Sorry Not Sorry (Demi Lovato).mp3,Fake,Real,0.027312469482421876
rawgat,/Users/christiankilduff/Deepfake_Detection_Resources/yt-and-dailymotion-selections/collected/audio/soundscape-dataset/eval/fake/Taylor Swift & The Deepfake AI Dilemma Ep.136.mp3,Fake,Fake,0.22357959747314454
